CC_Throughput_set_threads_number1
 194725.1 3.0
Throughput_Latency_get_threads_number30
 9999.9 0.1
 19994.9 0.1
 29985.1 0.1
 39970.4 0.1
 49952.6 0.2
 59926.9 0.2
 69904.5 0.2
 79850.6 0.2
 89835.6 0.3
 99805.3 0.3
 109750.9 0.3
 119707.9 1.1
 129605.8 2.0
 139554.5 0.4
 149527.6 0.4
 159444.5 0.4
 169381.5 0.5
 179273.7 1.1
 189142.7 1.3
 198872.2 1.4
 208946.0 1.5
 188170.8 3.7
 157570.1 3.2
 194006.7 3.8
 168664.4 3.3
Throughput_Latency_get_threads_number40
 9999.9 0.1
 19994.9 0.1
 29985.2 0.1
 39970.5 0.1
 49952.3 0.2
 59926.8 0.2
 69904.2 0.3
 79863.4 0.3
 89849.8 0.3
 99805.1 0.3
 109751.0 0.3
 119675.5 0.4
 129638.8 0.5
 139590.0 0.4
 149522.8 0.5
 159491.8 0.5
 169382.1 0.5
 179018.9 0.9
 189179.5 1.1
 198881.1 1.5
 173274.0 3.4
 168159.4 3.0
 179409.9 3.0
 202225.4 2.8
 184623.8 3.4
Throughput_Latency_get_threads_number50
 9999.7 0.1
 19994.9 0.1
 29985.3 0.1
 39970.4 0.2
 49948.3 0.2
 59926.9 0.2
 69904.8 0.2
 79850.6 0.3
 89836.3 0.3
 99765.8 0.3
 109726.6 0.3
 119708.9 0.3
 129640.4 0.4
 139591.0 0.4
 149393.1 0.4
 159447.6 0.4
 169325.6 0.5
 179281.3 1.1
 189182.4 1.3
 182909.6 2.7
 173052.5 3.3
 218822.8 1.9
 178206.2 3.4
 177940.6 3.6
 197887.3 3.9
Throughput_Latency_get_threads_number60
 9999.9 0.1
 19994.9 0.1
 29985.1 0.1
 39970.5 0.2
 49953.1 0.2
 59926.4 0.2
 69894.6 0.2
 79876.7 0.2
 89819.8 0.3
 99804.9 0.3
 109750.9 0.3
 119708.8 0.3
 129633.9 0.4
 139512.0 0.4
 149526.9 0.4
 159445.0 0.5
 169322.4 1.0
 179280.0 1.0
 189172.9 1.4
 143730.4 3.5
 191068.3 2.7
 215352.3 2.0
 169137.9 2.9
 181687.8 3.4
 186295.6 3.4
